time,APCP_surface_0,T2D,Q2D,U2D,V2D,PSFC,SWDOWN,LWDOWN,APCP_surface_1,APCP_surface_2,APCP_surface_3,APCP_surface_4,APCP_surface_5,APCP_surface_6,APCP_surface_7,APCP_surface_8,APCP_surface_9,APCP_surface_10,APCP_surface_11,APCP_surface_12,APCP_surface_13,APCP_surface_14,APCP_surface_15,APCP_surface_16,APCP_surface_17,APCP_surface_18,APCP_surface_19,APCP_surface_20,APCP_surface_21,APCP_surface_22,APCP_surface_23,APCP_surface_24,APCP_surface_25,APCP_surface_26,APCP_surface_27,APCP_surface_28,APCP_surface_29,APCP_surface_30,APCP_surface_31,APCP_surface_32,APCP_surface_33,APCP_surface_34,APCP_surface_35,APCP_surface_36,APCP_surface_37,APCP_surface_38,APCP_surface_39,APCP_surface_40,APCP_surface_41,APCP_surface_42,APCP_surface_43,APCP_surface_44,APCP_surface_45,APCP_surface_46,APCP_surface_47,APCP_surface_48,APCP_surface_49,APCP_surface_50,APCP_surface_51,APCP_surface_52,APCP_surface_53,APCP_surface_54,APCP_surface_55,APCP_surface_56,APCP_surface_57,APCP_surface_58,APCP_surface_59,APCP_surface_60,APCP_surface_61,APCP_surface_62,APCP_surface_63,APCP_surface_64,APCP_surface_65,APCP_surface_66,APCP_surface_67,APCP_surface_68,APCP_surface_69,APCP_surface_70,APCP_surface_71,APCP_surface_72,APCP_surface_73,APCP_surface_74,APCP_surface_75,APCP_surface_76,APCP_surface_77,APCP_surface_78,APCP_surface_79,APCP_surface_80,APCP_surface_81,APCP_surface_82,APCP_surface_83,APCP_surface_84,APCP_surface_85,APCP_surface_86,APCP_surface_87,APCP_surface_88,APCP_surface_89,APCP_surface_90,APCP_surface_91,APCP_surface_92,APCP_surface_93,APCP_surface_94,APCP_surface_95,APCP_surface_96,APCP_surface_97,APCP_surface_98,APCP_surface_99,APCP_surface_100
5/15/2017 0:00,10,284.078,0.006616,6.0804,-1.967,98376.98,0,318.822,17.69665994,290.053827,3.347037106,9.171709939,0.277506922,98385.55429,10.4712169,326.1367726,25.00076871,295.5030085,11.32491813,10.82431355,1.556505358,98386.00284,19.84506924,331.1004972,28.58528885,305.5954222,20.49293943,11.86455972,2.260123872,98395.33727,30.78550136,341.851309,37.56082268,306.7419062,22.48987553,15.72755498,12.46832576,98398.11334,36.62003456,349.7589758,44.56212603,310.1362942,31.86374452,22.34021544,18.00656568,98401.7454,38.59268334,354.5510402,55.08341654,311.9806266,41.48543907,28.84551806,20.1616755,98411.25376,47.05066577,355.1370107,59.85738766,318.0154887,50.13730811,36.17983336,21.0436015,98411.53375,56.60310281,359.8440132,62.47314133,318.5432291,55.73530105,42.47396155,21.40485174,98419.95307,61.13742036,365.6959763,67.5380335,319.9637867,64.8476306,43.20764213,29.87663563,98429.67154,67.67822765,367.3049461,77.43912239,320.4058084,67.92158394,49.85990418,39.15795489,98434.54299,75.90160352,374.3908198,79.41051987,325.6786422,69.02138174,50.90093255,42.73400584,98435.04469,77.49139871,383.0392266,81.07144146,335.249292,75.53651472,59.36800491,53.48971662,98436.28699,82.45940772,387.6836716,89.7843019,339.2877124,76.36964195,70.30289056
5/15/2017 1:00,10,283.18,0.00665,6.0304,-2.074,98378.6,0,317.996,17.83594093,286.5906235,7.151175735,7.179774681,2.398909286,98383.68217,8.125924071,320.7110953,20.25812885,295.6179366,16.97954063,7.367113865,11.06374439,98389.04771,19.12570738,325.4885329,21.23290482,302.3066735,25.49065901,12.26612374,17.47498485,98389.46545,20.23237311,326.0342879,29.3449044,311.4046277,25.66861653,15.17651995,22.55803672,98395.0541,25.57913428,326.7147649,37.16061731,315.1428688,32.30903942,19.56617082,26.41518151,98396.91662,30.60097889,335.0444496,44.29518408,319.6349278,36.73222853,25.12475289,29.36953274,98397.16688,35.12021296,340.2087301,44.30228274,328.6236953,40.23627884,29.77697125,30.73986731,98398.22864,42.609823,347.33929,54.47701286,338.5380074,48.08327711,34.38678394,39.57924263,98407.57939,48.81912732,350.8725005,57.25129007,348.1935157,54.3769209,35.21886027,49.97677652,98408.23824,59.62756047,350.9317045,58.26563121,352.2739478,57.56600787,39.86492356,60.3311187,98412.68476,67.65401097,357.9228299,67.00005501,354.486191,68.43373413,49.30082937,66.79548452,98417.97385,72.47547187,359.5849701,76.88513852,362.1804816,73.31342246,58.49400115,67.46697291,98427.53032,80.88139986,364.7900447,86.69024422,370.970232,75.40560736,59.8536328
5/15/2017 2:00,10,282.44,0.006614,5.9856,-2.1828,98380.28,0,317.736,13.01315949,289.726405,7.917759448,6.701329795,3.647714772,98383.45446,7.364032815,320.5624656,21.19355647,290.3524158,16.32407123,12.7051484,9.651001745,98392.43655,14.30297703,328.0492203,27.42719527,297.3219124,18.24916524,14.37604083,16.31771769,98401.87245,20.09046029,329.9680302,36.33157318,298.97214,25.37749264,18.38407871,20.31659211,98410.33953,28.00945824,334.2758277,47.14437095,309.6357106,28.98162947,21.22705277,26.59882173,98419.81301,31.14702395,335.6124558,53.05716334,311.7363203,34.19280361,28.95030569,28.16799789,98429.18991,32.26359733,345.5694445,58.70191341,321.3256626,41.29152951,32.74522747,38.45774247,98434.73225,39.07643164,356.3759693,66.5986692,329.7761947,42.60959197,41.42678666,38.46529214,98441.80312,39.27905282,358.8655765,72.16336103,332.4598508,45.3617699,48.50989887,46.12581185,98450.47528,44.39351438,362.0730585,74.54891181,336.667479,50.32810396,51.30552925,49.76581061,98458.62626,47.30641997,369.2932059,85.02687925,345.1836898,51.26184858,56.62785062,56.09230764,98463.31161,56.93583594,378.3881094,95.78180827,355.2453346,51.77365778,56.99126394,64.46157767,98465.00417,62.55099906,383.478637,101.4629327,362.7847148,52.43567355,63.10280423
5/15/2017 3:00,10,281.662,0.006476,5.9402,-2.2888,98332.86,0,321.594,13.88020109,288.1221346,5.946221884,11.69527355,1.854497718,98338.00038,10.62550677,328.6850246,22.86010321,295.6421988,9.649541497,17.57986613,12.19170722,98343.95053,14.06094349,334.6468857,24.12193562,296.0414666,15.40905262,19.52881305,16.43086051,98348.14678,23.47917832,336.2008769,27.37131374,296.4406876,18.98808231,20.89526061,24.49847945,98358.90974,23.70748824,339.4531756,29.28196853,306.6450447,20.96793042,21.77139899,29.6455868,98359.90185,26.16384657,346.8412302,38.75287675,313.3557892,29.89093004,26.72957894,30.91771325,98364.64355,31.5664255,350.3401082,48.40251109,320.0127045,36.17660602,36.57096009,34.09341478,98371.56675,39.55334623,357.243538,56.28907795,330.7375284,40.81355336,38.88467973,34.99393459,98373.9783,43.67468222,367.1584545,63.8960796,332.6616784,48.58795046,46.7217135,45.08880034,98382.7434,53.37875432,374.0398057,71.70850745,340.7194698,55.3770598,53.52936658,49.65024645,98391.19297,57.86729693,379.6868334,82.38275247,348.6167246,58.67707796,54.09682847,60.00427005,98398.55457,65.17264479,384.8925296,92.98329406,359.0128672,61.90324292,60.13332558,63.66585427,98406.33335,75.43025197,393.3432865,102.9403264,366.4716782,72.27385038,64.69214145
5/15/2017 4:00,10,281.702,0.00653,6.3688,-2.5458,98336.62,0,322.748,20.21601245,291.0160496,7.926219135,12.29350529,1.312767628,98340.56914,7.683466597,327.9115851,26.8265058,299.9862777,9.186766029,20.89426987,3.759229773,98342.89176,14.40792632,331.1895807,31.31767997,306.4203081,19.01560785,22.85281526,10.33947319,98352.55961,19.13155872,335.7955996,31.58611689,306.7664734,29.93278503,32.40114742,12.24266725,98352.96042,24.52803677,344.857157,38.61647729,307.7881054,34.674996,38.3442129,13.85333205,98357.7785,35.34232799,346.3467325,48.37055714,315.0250608,45.07612176,43.12622258,23.63730957,98368.60171,41.75235547,354.0532719,57.48603737,325.1193306,46.64252748,46.99545884,28.90407352,98369.97724,46.83835292,356.5942044,60.61776689,326.6906082,53.10813445,49.1577593,38.77217648,98377.65118,53.52633979,367.580431,70.49083351,334.8841965,54.25589104,59.16207844,41.0691214,98387.76565,60.38161463,369.4785939,80.11063362,335.1853273,65.17050251,65.78531658,48.73124233,98395.4179,67.33771847,371.4889015,83.26499747,344.8547584,74.83967968,75.90840233,51.10458879,98399.01864,67.70517464,377.2931701,94.19632353,348.769657,80.62498668,85.05073111,55.90104106,98406.17097,76.73238685,386.8354684,104.8532714,358.5112251,81.58852009,91.73503441
5/15/2017 5:00,10,282.372,0.006624,6.7974,-2.8018,98269.3,0,327.054,11.42393746,286.2672331,9.560645385,9.888532024,2.626774828,98272.29104,5.899808688,337.9758025,19.6370383,288.8198863,18.79488192,16.57498729,12.6139203,98274.94057,10.00345817,344.0155876,29.2714198,296.2786268,22.14704071,25.92322814,19.20302045,98285.58055,19.41129053,349.048609,29.94891009,305.3119758,31.78327562,29.78498928,27.59337883,98286.91941,25.855325,357.8398401,34.63081398,316.01286,40.39406155,32.6521779,35.6540585,98289.75701,26.02244397,359.5061717,41.88998393,326.7101325,44.22470092,39.79645888,40.59974921,98292.08938,28.20520113,367.5161614,41.95845586,328.4287264,54.99205701,49.10449012,51.05480156,98295.818,28.84595296,377.0080354,50.52489697,335.4381086,57.88555446,50.14164258,54.96995359,98300.55221,33.95586524,381.8786595,58.66637448,337.3613151,61.36498,53.84229652,57.36006211,98304.63382,34.83229149,387.1833433,59.68337349,339.8534198,64.69077768,54.31950936,65.02220867,98314.75915,43.61676194,388.0048294,69.91857837,348.1277268,72.46237727,65.05776009,73.05473143,98325.10057,44.84050554,395.6227978,77.47412034,357.4163949,77.58383895,73.91474217,77.25556776,98329.53085,51.84141597,398.4991237,88.20734354,367.8813085,83.8077783,74.23116462
5/15/2017 6:00,10,282.168,0.006632,7.226,-3.0574,98207.52,0,351.57,17.09464242,282.33715,9.735083462,13.35387926,2.058940103,98213.03852,9.671656345,353.9190884,27.08144653,289.5176876,10.9281405,19.09394029,9.265004122,98217.62902,17.00916534,357.0451484,32.38476132,293.7597518,15.85901731,28.86844441,11.71547273,98218.455,25.57908888,367.6777425,41.75491574,300.2519097,26.00487374,29.05052915,12.25558408,98227.3201,33.17291511,378.3382831,49.25929811,304.6445963,33.3061482,34.36541735,18.46491361,98235.61494,33.73290552,380.9387655,51.32240137,313.3846483,33.76250882,40.17131843,28.88387299,98239.28591,34.9243219,381.985255,57.4446523,321.1113989,34.81052285,40.77068452,38.33198834,98239.46647,39.29653682,382.9591617,61.1972443,327.1592544,36.95597135,46.41698024,38.37729496,98243.93163,49.23087496,383.6110637,67.08327391,332.5908751,42.29214873,47.03501856,45.65243619,98244.83776,52.44752211,388.060262,72.2303139,341.4957139,48.45903107,53.54135441,56.22449332,98248.5231,61.49226403,391.3680609,76.89753339,350.6310641,58.34112752,54.56172002,64.60226276,98258.92401,63.75193454,393.0995255,87.30091718,358.7235364,60.40303266,63.22061694,73.18675399,98264.919,74.24931027,395.5219193,91.45825083,360.1090591,63.8871786,70.05101494
5/15/2017 7:00,10,282.192,0.006684,7.3778,-2.6776,98222.72,0,351.476,20.99979266,289.6732248,3.416000802,11.36125813,6.846512122,98224.99941,6.603192566,355.1114764,25.66416372,293.5157442,8.952433624,12.27159225,17.05293599,98233.51341,15.09403026,356.3484167,31.21935681,296.4786467,17.46726373,20.51753158,21.71080456,98239.90938,24.78568139,362.9225844,36.69062331,304.3851116,22.91424325,29.76851914,28.29159504,98245.23755,35.23710085,368.0206283,40.80492448,306.8076913,27.03655287,35.51065258,35.39534315,98249.89574,38.53289019,369.7056133,50.32160835,307.6656763,32.80232507,40.55903645,45.15166497,98256.0259,41.67045805,379.29335,52.28631,308.5674429,41.50851903,41.01093561,51.6572656,98259.9667,49.83370808,386.6559598,58.67869747,314.7746655,43.40069704,49.3238663,60.30576751,98270.62056,54.25047395,393.7146482,66.28389274,321.8231904,47.56600417,49.67438685,66.78754094,98277.24346,57.455349,394.2511909,69.28843472,327.6038838,53.36861595,60.25331538,68.02424299,98287.09263,58.74791149,396.3800447,70.74241466,332.7690779,58.74765326,60.48932901,71.26772656,98297.37959,66.98849396,398.7353061,73.88450356,343.3363312,60.04807072,65.55670692,80.55319042,98300.20597,70.52836853,400.0444698,75.37638111,347.8894545,70.0563884,76.20553082
5/15/2017 8:00,10,281.854,0.00646,7.5344,-2.2978,98242.48,0,348.57,12.70895297,286.221542,8.77599498,7.945876201,1.448473893,98244.20412,2.403359206,354.7825758,22.89383103,287.7589224,10.57161843,17.65845346,1.449972072,98247.51559,7.218268077,357.9387949,26.62306842,298.7378608,20.83470245,22.21631511,6.689968209,98252.26432,12.65270829,366.5583654,33.12968959,300.5800339,28.53667814,32.91592457,10.87742256,98252.4315,16.06731155,372.5214858,37.00334645,302.1689268,32.96571133,34.44626061,12.22210017,98254.84072,24.2160081,373.3195172,42.99261052,302.395913,41.68558576,35.32049072,16.06110831,98255.23105,31.87560677,382.4336396,44.61902942,313.0306814,48.41732881,37.16226745,23.13501949,98264.38703,37.51485812,385.0696968,52.43808033,313.2653568,48.96608336,44.48562288,32.17069675,98274.59223,45.22025888,391.8400961,56.47577933,323.2735234,52.2475349,46.98598787,38.06921045,98282.44343,51.49404687,401.4948344,58.28633022,332.4563556,60.09159801,47.86733108,42.93616652,98287.55147,54.36227444,412.1548171,62.89389766,339.4127699,69.31826432,48.12831294,51.17516184,98290.3529,56.33783361,420.7727405,64.99993214,344.481327,79.0806766,58.2175306,53.84716378,98294.12964,60.17783423,425.2546837,75.78158313,354.8549335,87.28547597,59.47334783
5/15/2017 9:00,10,281.758,0.006582,7.6906,-1.9218,98241.16,0,346.562,18.08251491,292.0604166,0.32689704,11.05062024,6.374059675,98243.71328,5.11528846,355.1215471,24.6829021,299.860418,10.58573102,11.44862549,15.85626011,98251.36549,9.852135548,365.9058604,28.80305315,310.4401927,14.12699308,15.7038738,25.80100585,98254.73525,18.05929565,374.8672142,36.81090703,317.577562,21.15243698,23.24677417,28.14482087,98262.52561,20.8852422,378.8277394,40.69489134,326.7640387,22.91837127,24.76541473,29.24303092,98267.25975,28.86292586,388.0577776,45.76400849,335.2538732,28.83403022,33.89056674,33.37618333,98274.85969,29.19851867,391.3778959,52.65626245,343.9483898,31.78182322,36.06547384,36.72562792,98277.83756,39.43416635,397.1022397,57.51838801,344.2142407,42.66515989,38.18914007,43.51396359,98287.98071,40.30970914,403.1890456,62.11831999,347.0571679,43.82807088,38.20863368,47.6114524,98289.49288,41.31023076,409.8828244,65.11134934,351.6461738,52.98130704,44.14043595,50.98757842,98291.21319,47.64788002,411.4174706,74.61110006,353.9747059,62.64609159,55.07966583,51.86468128,98292.60496,56.11816501,418.8225393,85.29725639,361.1416858,63.44711826,60.27896456,58.99475674,98293.74219,60.74569733,426.6101048,88.7064339,363.598237,64.38585763,65.13325224
