time,APCP_surface_0,T2D,Q2D,U2D,V2D,PSFC,SWDOWN,LWDOWN,APCP_surface_1,APCP_surface_2,APCP_surface_3,APCP_surface_4,APCP_surface_5,APCP_surface_6,APCP_surface_7,APCP_surface_8,APCP_surface_9,APCP_surface_10,APCP_surface_11,APCP_surface_12,APCP_surface_13,APCP_surface_14,APCP_surface_15,APCP_surface_16,APCP_surface_17,APCP_surface_18,APCP_surface_19,APCP_surface_20,APCP_surface_21,APCP_surface_22,APCP_surface_23,APCP_surface_24,APCP_surface_25,APCP_surface_26,APCP_surface_27,APCP_surface_28,APCP_surface_29,APCP_surface_30,APCP_surface_31,APCP_surface_32,APCP_surface_33,APCP_surface_34,APCP_surface_35,APCP_surface_36,APCP_surface_37,APCP_surface_38,APCP_surface_39,APCP_surface_40,APCP_surface_41,APCP_surface_42,APCP_surface_43,APCP_surface_44,APCP_surface_45,APCP_surface_46,APCP_surface_47,APCP_surface_48,APCP_surface_49,APCP_surface_50,APCP_surface_51,APCP_surface_52,APCP_surface_53,APCP_surface_54,APCP_surface_55,APCP_surface_56,APCP_surface_57,APCP_surface_58,APCP_surface_59,APCP_surface_60,APCP_surface_61,APCP_surface_62,APCP_surface_63,APCP_surface_64,APCP_surface_65,APCP_surface_66,APCP_surface_67,APCP_surface_68,APCP_surface_69,APCP_surface_70,APCP_surface_71,APCP_surface_72,APCP_surface_73,APCP_surface_74,APCP_surface_75,APCP_surface_76,APCP_surface_77,APCP_surface_78,APCP_surface_79,APCP_surface_80,APCP_surface_81,APCP_surface_82,APCP_surface_83,APCP_surface_84,APCP_surface_85,APCP_surface_86,APCP_surface_87,APCP_surface_88,APCP_surface_89,APCP_surface_90,APCP_surface_91,APCP_surface_92,APCP_surface_93,APCP_surface_94,APCP_surface_95,APCP_surface_96,APCP_surface_97,APCP_surface_98,APCP_surface_99,APCP_surface_100
5/15/17 12:00 AM,10,284.078,0.006616,6.0804,-1.967,98376.98,0,318.822,10.16647195,10.70751578,10.7077483,10.19619905,10.86274728,10.54492302,10.19338901,10.68670905,10.22109911,10.16499259,10.14010343,10.06857861,10.37383478,10.75783432,10.24396266,10.94540524,10.51295979,10.96051564,10.18781738,10.65909786,10.03720249,10.59908697,10.82465981,10.48975843,10.74365176,10.39146515,10.80613289,10.08446619,10.89029739,10.20198807,10.95543879,10.66221023,10.09040879,10.83851348,10.53801271,10.16744147,10.64235441,10.68153441,10.51224814,10.04162652,10.41999029,10.64146055,10.62775762,10.8421098,10.39050866,10.6519705,10.67965866,10.79687537,10.97122941,10.96865092,10.75784583,10.33516991,10.28918198,10.23239538,10.28702451,10.37530543,10.64261415,10.24996561,10.8573434,10.34493175,10.25875214,10.68632267,10.76857733,10.76532847,10.68369333,10.68179857,10.37236445,10.01430172,10.95943628,10.53267156,10.85260292,10.05713013,10.30086747,10.71667257,10.77608594,10.75925305,10.32350065,10.0192308,10.9632467,10.87486993,10.85187331,10.50465684,10.59459547,10.55583015,10.07835623,10.89484119,10.18901807,10.34770182,10.49515291,10.74663009,10.40476555,10.83299467,10.50737772,10.29237473,10.21760505,10.34460047,10.08741733,10.05131245,10.58365502,10.25723913
5/15/17 1:00 AM,10,283.18,0.00665,6.0304,-2.074,98378.6,0,317.996,10.35468291,10.96616153,10.78924944,10.49576485,10.96811663,10.91782036,10.88831151,10.98828445,10.76136352,10.89126566,10.12718799,10.1094527,10.5994288,10.86345859,10.54141581,10.85498979,10.47705577,10.55830568,10.29261217,10.88297696,10.82275436,10.27164635,10.38723122,10.49337904,10.33122533,10.18818268,10.66595538,10.75544463,10.79375152,10.70610978,10.56183025,10.0245631,10.88538902,10.34482077,10.45875878,10.938308,10.37651575,10.1260366,10.02146789,10.12965349,10.58639911,10.63856463,10.32143053,10.4243429,10.38490249,10.15868604,10.23588247,10.30941605,10.74394725,10.55128636,10.17268103,10.61430895,10.48621277,10.0077455,10.27873725,10.31951311,10.88655845,10.18233676,10.64712523,10.44634778,10.6701732,10.62935364,10.25569771,10.03051026,10.23242539,10.25188833,10.50595482,10.96922465,10.97036064,10.6869224,10.77523811,10.24523726,10.22000344,10.6158199,10.81783945,10.53156524,10.45965835,10.7050286,10.05854612,10.92006325,10.2139127,10.3207902,10.0198935,10.5310302,10.55396135,10.34470434,10.17897062,10.17480791,10.2152235,10.69367342,10.91233049,10.03278371,10.52227368,10.67477193,10.44121958,10.32609591,10.89500895,10.22408398,10.1076045,10.09237929
5/15/17 2:00 AM,10,282.44,0.006614,5.9856,-2.1828,98380.28,0,317.736,10.91617288,10.95280471,10.78302159,10.19264938,10.76449438,10.32310741,10.29447362,10.99453666,10.25002204,10.70132647,10.98008848,10.34306397,10.89711679,10.51554432,10.53049928,10.59284564,10.13334346,10.12642309,10.59615411,10.62618696,10.86270764,10.6062043,10.59536827,10.6580821,10.61805432,10.20195615,10.4236371,10.12923662,10.53916565,10.97017083,10.57064663,10.01240967,10.16550203,10.17137591,10.37237531,10.40956411,10.99583392,10.61913826,10.05932675,10.32855921,10.20484993,10.19323978,10.34606943,10.19759807,10.18812109,10.77507202,10.31906017,10.21626392,10.86963023,10.29107671,10.84517731,10.16285367,10.70541964,10.42136117,10.59344555,10.63808792,10.81661308,10.29289703,10.78757226,10.96233141,10.01793404,10.26827793,10.88111464,10.6024326,10.10114268,10.87341072,10.83189407,10.81470664,10.6257324,10.78616921,10.84162305,10.72540749,10.8256933,10.06027805,10.09425536,10.4052142,10.7180984,10.90388229,10.00937029,10.46594725,10.25732094,10.6289214,10.01208101,10.50308997,10.98948953,10.58956796,10.36284618,10.6651396,10.61068546,10.64366803,10.88984234,10.63154044,10.48250803,10.76101221,10.1084887,10.09461186,10.15921916,10.82095877,10.63929945,10.20955119
5/15/17 3:00 AM,10,281.662,0.006476,5.9402,-2.2888,98332.86,0,321.594,10.1644059,10.36536853,10.24455975,10.98627905,10.17686396,10.96467794,10.03171997,10.27729393,10.74550433,10.31098504,10.8452021,10.01259924,10.74398481,10.65766832,10.60602873,10.90683482,10.26381829,10.25296366,10.26675458,10.63792111,10.19107602,10.58374861,10.25025268,10.72377519,10.5310465,10.38232778,10.04747105,10.19769744,10.29606397,10.45685652,10.56535805,10.81309707,10.09938227,10.93471651,10.82096886,10.22759466,10.52561562,10.82205597,10.61781489,10.3489205,10.42211165,10.0753213,10.13086006,10.83034605,10.55513796,10.31952611,10.32465009,10.67835174,10.83508471,10.81447167,10.14513289,10.5452574,10.46532877,10.34640315,10.40321927,10.26997256,10.94848469,10.15717251,10.12095288,10.25708376,10.35373423,10.015108,10.62232636,10.70171274,10.20443414,10.01386892,10.59289233,10.17350022,10.82708948,10.90093346,10.77330602,10.59085808,10.86619013,10.2068906,10.11779419,10.10348915,10.38870216,10.72075176,10.36303245,10.60488666,10.48913142,10.13488126,10.46933927,10.7192994,10.85519092,10.62118084,10.55406741,10.44503511,10.73479953,10.89587696,10.50712029,10.50647238,10.76303316,10.29152057,10.30184878,10.00005695,10.64918585,10.50785848,10.86070228,10.8620826
5/15/17 4:00 AM,10,281.702,0.00653,6.3688,-2.5458,98336.62,0,322.748,10.38966484,10.46863883,10.11728641,10.21845249,10.50442879,10.91231627,10.4990638,10.29132688,10.68714353,10.84596023,10.47124641,10.98082964,10.09738955,10.23487555,10.17208353,10.40168124,10.16111849,10.30970905,10.84886221,10.73680138,10.07579064,10.99495107,10.31618755,10.16490467,10.4285367,10.8093277,10.06572922,10.43232287,10.08256443,10.2358154,10.16474176,10.10354476,10.86469892,10.93830088,10.99776418,10.15701786,10.63723162,10.72520688,10.4197945,10.9005421,10.39424042,10.77278976,10.74229918,10.32823659,10.54809975,10.41377815,10.84948632,10.42743813,10.02027293,10.55050335,10.8966357,10.03928874,10.0603928,10.50381852,10.8993219,10.6415181,10.14253388,10.22731794,10.66821667,10.65027227,10.44615013,10.24863502,10.78592014,10.16413199,10.82444145,10.33895137,10.73664741,10.8309279,10.47135137,10.72850835,10.97499326,10.1717654,10.24431548,10.84407919,10.36337906,10.56339938,10.71080895,10.05079682,10.08980392,10.45162618,10.32584615,10.66619043,10.68127214,10.84560236,10.9573063,10.32709176,10.53863816,10.0472099,10.79407033,10.20324085,10.86625327,10.39819348,10.21189505,10.16981454,10.69767295,10.52914292,10.49296488,10.29535473,10.49129749,10.18248158
5/15/17 5:00 AM,10,282.372,0.006624,6.7974,-2.8018,98269.3,0,327.054,10.04496313,10.49306703,10.15682761,10.01013002,10.67963763,10.54096064,10.17222436,10.81212265,10.17447842,10.66868779,10.58225985,10.31690599,10.10575167,10.78071851,10.43187041,10.32864118,10.37518596,10.9327059,10.39852617,10.86040662,10.2772223,10.42126344,10.54184767,10.20561472,10.57863151,10.98183377,10.82006342,10.07720153,10.61923069,10.06190033,10.80208055,10.79672882,10.23355263,10.42036732,10.05043904,10.56425755,10.79657654,10.14279315,10.51555493,10.68491096,10.92375585,10.74801615,10.27016999,10.08645538,10.99436736,10.76564635,10.17061073,10.3965677,10.12129189,10.60931433,10.14690394,10.76246459,10.81712519,10.70480114,10.46569171,10.0970216,10.21282191,10.44188816,10.6226287,10.26639785,10.00704399,10.39396493,10.94428418,10.06435644,10.32063725,10.56252205,10.02333941,10.14279239,10.7041074,10.56848917,10.46974405,10.70248908,10.48331225,10.73376511,10.66829926,10.25790705,10.36539633,10.8613944,10.17401015,10.25234818,10.42814815,10.02495813,10.62559627,10.2567546,10.83068906,10.67623336,10.28812884,10.26052704,10.57892491,10.94680924,10.08403503,10.9366635,10.99333458,10.75851309,10.79970701,10.78063577,10.7330674,10.18213671,10.77584308,10.95989657
5/15/17 6:00 AM,10,282.168,0.006632,7.226,-3.0574,98207.52,0,351.57,10.19706406,10.82715534,10.99466083,10.2599836,10.80730813,10.08745051,10.57383086,10.11473464,10.68619222,10.59840118,10.79294389,10.33518027,10.87240187,10.26626828,10.69397649,10.52068953,10.78613955,10.6932038,10.18544084,10.18026591,10.75836651,10.87130125,10.27861264,10.66473537,10.97988257,10.57700452,10.77729944,10.44514418,10.93942565,10.37934828,10.97009657,10.17329672,10.11108937,10.91661916,10.86094044,10.2842686,10.32562781,10.54014308,10.44638345,10.28850654,10.75000687,10.99770787,10.86411638,10.3725905,10.79712943,10.01648238,10.45532471,10.88560539,10.4314403,10.50109894,10.40599845,10.40745081,10.06901546,10.17070483,10.86404919,10.80457025,10.70339289,10.84871253,10.9994725,10.82446545,10.39741276,10.87169082,10.2215781,10.08540925,10.10968789,10.04674279,10.500081,10.05563907,10.65330763,10.00691977,10.01563677,10.51106315,10.09702747,10.60419268,10.08982717,10.05861487,10.264638,10.01087506,10.59581668,10.86801902,10.07952052,10.0628031,10.73442416,10.30634176,10.52529751,10.27999745,10.96800628,10.31895111,10.72752877,10.4691612,10.58417853,10.64567038,10.30160466,10.939587,10.7786891,10.58755445,10.97780372,10.01346005,10.12484079,10.55835535
5/15/17 7:00 AM,10,282.192,0.006684,7.3778,-2.6776,98222.72,0,351.476,10.36438903,10.68493182,10.28613342,10.11698704,10.87426453,10.3891602,10.65208416,10.39822976,10.63952505,10.4925508,10.18097131,10.16429487,10.72107874,10.14290289,10.119336,10.84451194,10.5209048,10.5504514,10.07916884,10.25475607,10.05833335,10.58121541,10.19158265,10.17000351,10.48114762,10.2527181,10.00131828,10.28799598,10.62164578,10.22880976,10.77058075,10.57729511,10.21064554,10.69073857,10.48321312,10.57246162,10.3566805,10.04767427,10.16431704,10.88616552,10.43527261,10.21129455,10.47075413,10.6740273,10.68949929,10.57875492,10.7184548,10.28122457,10.61029426,10.53496234,10.69038064,10.02510502,10.92138687,10.6065636,10.93667635,10.7672991,10.33104809,10.7726346,10.27782452,10.53472329,10.34022472,10.03903972,10.86498297,10.35249325,10.00806762,10.80432722,10.31546011,10.1371882,10.23329374,10.95670466,10.98121065,10.56736599,10.56097631,10.83585934,10.58265561,10.890956,10.1395308,10.23628632,10.6651094,10.26966624,10.6360504,10.93375651,10.04912679,10.68985098,10.40961575,10.94712291,10.46393039,10.09298664,10.16241332,10.61451841,10.83076512,10.31285408,10.85314537,10.76372971,10.54997269,10.63616664,10.14302115,10.44603648,10.78806172,10.61711771
5/15/17 8:00 AM,10,281.854,0.00646,7.5344,-2.2978,98242.48,0,348.57,10.10377717,10.30592371,10.57776369,10.44391169,10.34044935,10.47314752,10.20661912,10.91087795,10.23646307,10.10869516,10.77063433,10.21973975,10.31971948,10.74221439,10.4954087,10.5125862,10.78387716,10.19847874,10.06481732,10.6008895,10.35811696,10.81968978,10.53876546,10.62190634,10.31485191,10.04676289,10.32245272,10.84582512,10.0780175,10.450433,10.14761062,10.29331941,10.97506416,10.80122861,10.43190941,10.2878077,10.97341861,10.51098886,10.83648772,10.05122255,10.6217328,10.14698832,10.7069026,10.00019366,10.70755116,10.37693102,10.09184408,10.76607836,10.47292765,10.64132376,10.16290986,10.7025213,10.9940236,10.49118661,10.6578831,10.31831784,10.60671836,10.35675818,10.22126815,10.60453964,10.93073295,10.10769871,10.8122728,10.77959505,10.87598781,10.33457643,10.38138196,10.2235179,10.94596672,10.81182337,10.93737196,10.68839757,10.77167059,10.37748181,10.89322636,10.90406987,10.04902068,10.25143488,10.31569107,10.48145626,10.42622747,10.86318127,10.78235514,10.12655868,10.25233616,10.93917051,10.32364293,10.23645366,10.35564752,10.88565879,10.66903041,10.99782563,10.77359043,10.2622284,10.99831358,10.5289787,10.40177991,10.03863223,10.1727018,10.18071605
5/15/17 9:00 AM,10,281.758,0.006582,7.6906,-1.9218,98241.16,0,346.562,10.30026727,10.38023357,10.9928775,10.44188794,10.23380482,10.61234596,10.75015833,10.6777666,10.25206746,10.39763006,10.35484146,10.06276746,10.05807179,10.84369235,10.37050356,10.83032165,10.95675929,10.3851563,10.86125632,10.14698075,10.95028387,10.07580684,10.31192928,10.18405392,10.10911809,10.56272637,10.0690393,10.6817461,10.53894432,10.30126476,10.13730422,10.55190509,10.51961533,10.45405303,10.69516497,10.6640499,10.05944079,10.16428764,10.95044193,10.63745247,10.09827277,10.0652222,10.10254776,10.24048296,10.24274841,10.45522447,10.41300831,10.24745413,10.34092822,10.15398078,10.80547354,10.64847248,10.5995695,10.62541099,10.94202988,10.0916446,10.04731874,10.65996265,10.05251574,10.39633799,10.72468255,10.51585376,10.88748954,10.98127565,10.77064225,10.87073503,10.66539046,10.48318569,10.81248325,10.72190654,10.08461507,10.54404194,10.02643132,10.88884041,10.91065235,10.65916768,10.98423488,10.53383332,10.52220993,10.8243258,10.82208929,10.81089195,10.63792817,10.76002163,10.01572757,10.89975426,10.82821133,10.40006106,10.5481565,10.21823167,10.89374887,10.48371184,10.78143252,10.11422832,10.24801737,10.50862698,10.36391171,10.09254727,10.4067046,10.62199747
